Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.02
Sample Interval,0.00016
Filter Frequency,1e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH2
4.800e-04,0.00322266
6.400e-04,0.00251953
8.000e-04,0.00152344
9.600e-04,0.00172852
1.120e-03,0.00931641
1.280e-03,0.00202148
1.440e-03,0.00236328
1.600e-03,0.00404297
1.760e-03,0.00239258
1.920e-03,0.00270508
2.080e-03,0.00503906
2.240e-03,0.0078125
2.400e-03,-0.00195313
2.560e-03,0.0040625
2.720e-03,0.00655273
2.880e-03,0.00400391
3.040e-03,0.0106836
3.200e-03,0.00851563
3.360e-03,0.00833008
3.520e-03,0.00280273
3.680e-03,0.00274414
3.840e-03,0.00447266
4.000e-03,0.0015918
4.160e-03,0.00103516
4.320e-03,0.0065918
4.480e-03,0.00813477
4.640e-03,0.00359375
4.800e-03,0.00571289
4.960e-03,0.00583984
5.120e-03,0.00591797
5.280e-03,0.0126563
5.440e-03,0.0103223
5.600e-03,0.00733398
5.760e-03,0.00638672
5.920e-03,0.00141602
6.080e-03,0.00791016
6.240e-03,0.0123242
6.400e-03,0.011084
6.560e-03,0.00414063
6.720e-03,0.00458008
6.880e-03,-0.00554688
7.040e-03,-0.00797852
7.200e-03,-0.00973633
7.360e-03,-0.00383789
7.520e-03,-0.00827148
7.680e-03,-0.0168262
7.840e-03,-0.00868164
8.000e-03,-0.00830078
8.160e-03,-0.00418945
8.320e-03,-0.00606445
8.480e-03,-0.00574219
8.640e-03,-0.00863281
8.800e-03,-0.00473633
8.960e-03,-0.00800781
9.120e-03,-0.000917969
9.280e-03,-0.00277344
9.440e-03,-0.00166992
9.600e-03,-0.00577148
9.760e-03,-0.0053418
9.920e-03,-0.00427734
1.008e-02,-0.00266602
1.024e-02,-0.0021875
1.040e-02,-0.00263672
1.056e-02,-0.000849609
1.072e-02,0.00100586
1.088e-02,0.00132813
1.104e-02,0.000986328
1.120e-02,7.8125e-05
1.136e-02,0.00128906
1.152e-02,-0.00290039
1.168e-02,0.00142578
1.184e-02,-0.000117188
1.200e-02,0.00145508
1.216e-02,0.00078125
1.232e-02,0.00710938
1.248e-02,0.000458984
1.264e-02,0.00285156
1.280e-02,0.00108398
1.296e-02,0.0031543
1.312e-02,0.00583984
1.328e-02,0.00232422
1.344e-02,0.0015625
1.360e-02,0.00804688
1.376e-02,0.00364258
1.392e-02,0.00573242
1.408e-02,0.0043457
1.424e-02,0.0044043
1.440e-02,0.00379883
1.456e-02,0.00921875
1.472e-02,0.00525391
1.488e-02,0.00210938
1.504e-02,0.0107715
1.520e-02,0.00610352
1.536e-02,0.00477539
1.552e-02,0.00764648
1.568e-02,0.00617188
1.584e-02,0.00679688
1.600e-02,0.00792969
1.616e-02,0.010332
1.632e-02,0.0118262
1.648e-02,0.0117676
1.664e-02,0.00369141
1.680e-02,0.0105176
1.696e-02,0.0120996
1.712e-02,0.0131543
1.728e-02,0.00765625
1.744e-02,0.0108789
1.760e-02,0.0158887
